start,end,tID,notes,TAG,TIME,X,Y,NBS,VARX,VARY,COVXY,SD,Timestamp,bird_id,date,long,lat,ID,gps_mean_x,gps_mean_y,n,error_dist
2020/08/21 18:29:00.532+00,2020/08/21 18:29:00.532+00,WP077,,31001001060,1598034540532,650527.834525749,5902747.31614144,"4",1.74656,4.09029,-0.187122,2.33722185510918,2020/08/21 18:29:00.532+00,"1060",2020/08/21,5.25634480232262,53.2526093683707,10,650526.665964068,5902749.03289053,"17",2.07671949347086
2020/08/21 18:29:01.532+00,2020/08/21 18:29:01.532+00,WP077,,31001001060,1598034541532,650527.834525749,5902747.31614144,"4",2.69547,5.19786,-1.10372,2.38451043193357,2020/08/21 18:29:01.532+00,"1060",2020/08/21,5.25634480232262,53.2526093683707,10,650526.665964068,5902749.03289053,"17",2.07671949347086
2020/08/21 18:29:02.532+00,2020/08/21 18:29:02.532+00,WP077,,31001001060,1598034542532,650526.070934727,5902748.68735101,"4",2.60626,5.09717,-0.982995,2.39529538888213,2020/08/21 18:29:02.532+00,"1060",2020/08/21,5.2563190376849,53.252622184782,10,650526.665964068,5902749.03289053,"17",0.688082461492582
2020/08/21 18:29:03.531+00,2020/08/21 18:29:03.531+00,WP077,,31001001060,1598034543531,650526.070934727,5902748.68735101,"4",2.89495,5.30427,-1.3077,2.36301079134227,2020/08/21 18:29:03.531+00,"1060",2020/08/21,5.2563190376849,53.252622184782,10,650526.665964068,5902749.03289053,"17",0.688082461492582
2020/08/21 18:29:04.531+00,2020/08/21 18:29:04.531+00,WP077,,31001001060,1598034544531,650526.070934727,5902748.68735101,"4",2.9198,5.51292,-1.34741,2.39539140851761,2020/08/21 18:29:04.531+00,"1060",2020/08/21,5.2563190376849,53.252622184782,10,650526.665964068,5902749.03289053,"17",0.688082461492582
2020/08/21 18:29:05.531+00,2020/08/21 18:29:05.531+00,WP077,,31001001060,1598034545531,650526.594624532,5902748.68735101,"4",1.87697,4.19504,-0.314741,2.33292263052164,2020/08/21 18:29:05.531+00,"1060",2020/08/21,5.25633091104214,53.2525694471084,10,650526.665964068,5902749.03289053,"17",0.352826993125603
2020/08/21 18:29:06.531+00,2020/08/21 18:29:06.531+00,WP077,,31001001060,1598034546531,650526.594624532,5902748.68735101,"4",2.87939,5.11408,-1.35473,2.29869745725704,2020/08/21 18:29:06.531+00,"1060",2020/08/21,5.2563271561557,53.2526272651557,10,650526.665964068,5902749.03289053,"17",0.352826993125603
2020/08/21 18:29:07.531+00,2020/08/21 18:29:07.531+00,WP077,,31001001060,1598034547531,650526.594624532,5902748.00548092,"4",2.0295,4.44606,-0.43051,2.36950205739518,2020/08/21 18:29:07.531+00,"1060",2020/08/21,5.25634647242695,53.2525934996538,10,650526.665964068,5902749.03289053,"17",1.02988341491986
2020/08/21 18:29:08.531+00,2020/08/21 18:29:08.531+00,WP077,,31001001060,1598034548531,650526.090577224,5902748.00548092,"4",2.44888,4.86949,-0.877255,2.35878358481655,2020/08/21 18:29:08.531+00,"1060",2020/08/21,5.25632093654658,53.2526526621275,10,650526.665964068,5902749.03289053,"17",1.17755702183571
2020/08/21 18:29:09.531+00,2020/08/21 18:29:09.531+00,WP077,,31001001060,1598034549531,650526.088113851,5902748.00548092,"4",2.11493,4.42457,-0.549286,2.33257968781347,2020/08/21 18:29:09.531+00,"1060",2020/08/21,5.25631897256298,53.2526160553046,10,650526.665964068,5902749.03289053,"17",1.17876265308976
2020/08/21 18:29:10.531+00,2020/08/21 18:29:10.531+00,WP077,,31001001060,1598034550531,650526.088113851,5902748.00548092,"4",1.58479,3.93178,0.0326787,2.36261029372176,2020/08/21 18:29:10.531+00,"1060",2020/08/21,5.25630582912862,53.2525950171629,10,650526.665964068,5902749.03289053,"17",1.17876265308976
2020/08/21 18:29:11.531+00,2020/08/21 18:29:11.531+00,WP077,,31001001060,1598034551531,650527.010788456,5902748.61870694,"5",1.83272,4.13666,-0.254436,2.33677298854638,2020/08/21 18:29:11.531+00,"1060",2020/08/21,5.25633308125464,53.2526213016983,10,650526.665964068,5902749.03289053,"17",0.538935899169829
2020/08/21 18:29:12.531+00,2020/08/21 18:29:12.531+00,WP077,,31001001060,1598034552531,650527.010788456,5902748.61870694,"3",1.68652,3.84409,-0.0990134,2.30923866241668,2020/08/21 18:29:12.531+00,"1060",2020/08/21,5.25633308125464,53.2526213016983,10,650526.665964068,5902749.03289053,"17",0.538935899169829
2020/08/21 18:29:13.531+00,2020/08/21 18:29:13.531+00,WP077,,31001001060,1598034553531,650526.123104029,5902745.46370658,"4",1.57256,3.46658,-0.0508015,2.22205692996377,2020/08/21 18:29:13.531+00,"1060",2020/08/21,5.25631829477072,53.252593214984,10,650526.665964068,5902749.03289053,"17",3.61023144311211
2020/08/21 18:29:14.531+00,2020/08/21 18:29:14.531+00,WP077,,31001001060,1598034554531,650526.123104029,5902745.46370658,"4",1.46742,3.57203,0.0811386,2.28072953240844,2020/08/21 18:29:14.531+00,"1060",2020/08/21,5.25631829477072,53.252593214984,10,650526.665964068,5902749.03289053,"17",3.61023144311211
2020/08/21 18:29:15.531+00,2020/08/21 18:29:15.531+00,WP077,,31001001060,1598034555531,650526.123104029,5902745.46370658,"3",1.47923,3.28554,0.0226097,2.19316880335281,2020/08/21 18:29:15.531+00,"1060",2020/08/21,5.25631829477072,53.252593214984,10,650526.665964068,5902749.03289053,"17",3.61023144311211
2020/08/21 18:29:16.531+00,2020/08/21 18:29:16.531+00,WP077,,31001001060,1598034556531,650526.123104029,5902745.46370658,"4",1.45142,3.37939,0.0688028,2.22899430237047,2020/08/21 18:29:16.531+00,"1060",2020/08/21,5.25631829477072,53.252593214984,10,650526.665964068,5902749.03289053,"17",3.61023144311211
2020/08/21 18:29:18.531+00,2020/08/21 18:29:18.531+00,WP077,,31001001060,1598034558531,650525.765384077,5902748.51736036,"3",1.69302,4.23208,-0.0644686,2.40752212866258,2020/08/21 18:29:18.531+00,"1060",2020/08/21,5.25631438112845,53.2526207445596,10,650526.665964068,5902749.03289053,"17",1.03769729460621
2020/08/21 18:29:19.531+00,2020/08/21 18:29:19.531+00,WP077,,31001001060,1598034559531,650525.765384077,5902748.51736036,"4",1.77984,3.82304,-0.243915,2.26164762949492,2020/08/21 18:29:19.531+00,"1060",2020/08/21,5.25631438112845,53.2526207445596,10,650526.665964068,5902749.03289053,"17",1.03769729460621
2020/08/21 18:29:20.531+00,2020/08/21 18:29:20.531+00,WP077,,31001001060,1598034560531,650525.765384077,5902748.51736036,"3",1.61711,3.54565,-0.0782817,2.23745315034751,2020/08/21 18:29:20.531+00,"1060",2020/08/21,5.25631438112845,53.2526207445596,10,650526.665964068,5902749.03289053,"17",1.03769729460621
2020/08/21 18:29:21.531+00,2020/08/21 18:29:21.531+00,WP077,,31001001060,1598034561531,650525.765384077,5902748.51736036,"3",1.97464,3.85369,-0.462788,2.21421633992706,2020/08/21 18:29:21.531+00,"1060",2020/08/21,5.25631438112845,53.2526207445596,10,650526.665964068,5902749.03289053,"17",1.03769729460621
2020/08/21 18:29:22.531+00,2020/08/21 18:29:22.531+00,WP077,,31001001060,1598034562531,650527.417188259,5902748.2403566,"3",1.82572,3.57593,-0.342198,2.17192403182063,2020/08/21 18:29:22.531+00,"1060",2020/08/21,5.25634154217576,53.2525973918153,10,650526.665964068,5902749.03289053,"17",1.09199259211623
2020/08/21 18:29:23.531+00,2020/08/21 18:29:23.531+00,WP077,,31001001060,1598034563531,650527.417188259,5902745.97721898,"3",1.7615,3.83811,-0.207281,2.27707004723175,2020/08/21 18:29:23.531+00,"1060",2020/08/21,5.2563389889361,53.2526177880838,10,650526.665964068,5902749.03289053,"17",3.14665956793652
2020/08/21 18:29:24.531+00,2020/08/21 18:29:24.531+00,WP077,,31001001060,1598034564531,650526.246397588,5902745.82447969,"3",1.59295,3.62187,-0.0702764,2.25261341556868,2020/08/21 18:29:24.531+00,"1060",2020/08/21,5.2563203119012,53.2525964205111,10,650526.665964068,5902749.03289053,"17",3.23572806964413
2020/08/21 18:29:25.531+00,2020/08/21 18:29:25.531+00,WP077,,31001001060,1598034565531,650526.246397588,5902745.82447969,"4",1.48644,3.59335,0.0564146,2.27873192806877,2020/08/21 18:29:25.531+00,"1060",2020/08/21,5.2563203119012,53.2525964205111,10,650526.665964068,5902749.03289053,"17",3.23572806964413
2020/08/21 18:29:26.530+00,2020/08/21 18:29:26.530+00,WP077,,31001001060,1598034566530,650526.246397588,5902745.82447969,"4",1.47821,3.21501,0.0215031,2.17628725126073,2020/08/21 18:29:26.530+00,"1060",2020/08/21,5.2563203119012,53.2525964205111,10,650526.665964068,5902749.03289053,"17",3.23572806964413
2020/08/21 18:29:27.530+00,2020/08/21 18:29:27.530+00,WP077,,31001001060,1598034567530,650526.363134705,5902746.3774182,"4",1.45652,3.32837,0.0569848,2.21333675702546,2020/08/21 18:29:27.530+00,"1060",2020/08/21,5.25632334634314,53.2526208183372,10,650526.665964068,5902749.03289053,"17",2.67268384349787
2020/08/21 18:29:28.530+00,2020/08/21 18:29:28.530+00,WP077,,31001001060,1598034568530,650526.363134705,5902747.76335215,"4",1.4816,3.52908,0.0458685,2.25885302753411,2020/08/21 18:29:28.530+00,"1060",2020/08/21,5.25632538570219,53.2526012959264,10,650526.665964068,5902749.03289053,"17",1.30515643484797
2020/08/21 18:29:29.530+00,2020/08/21 18:29:29.530+00,WP077,,31001001060,1598034569530,650526.567717692,5902747.76335215,"4",1.63397,3.55629,-0.145529,2.2134141049519,2020/08/21 18:29:29.530+00,"1060",2020/08/21,5.25632436405672,53.252640731077,10,650526.665964068,5902749.03289053,"17",1.27333422434032
2020/08/21 18:29:30.530+00,2020/08/21 18:29:30.530+00,WP077,,31001001060,1598034570530,650527.288519336,5902747.76335215,"4",1.46613,3.2648,0.031357,2.18943919760289,2020/08/21 18:29:30.530+00,"1060",2020/08/21,5.25633683633885,53.2526135400832,10,650526.665964068,5902749.03289053,"17",1.41396702866841
2020/08/21 18:29:31.530+00,2020/08/21 18:29:31.530+00,WP077,,31001001060,1598034571530,650527.288519336,5902747.76335215,"4",1.84757,3.83215,-0.360122,2.22698810055195,2020/08/21 18:29:31.530+00,"1060",2020/08/21,5.25633683633885,53.2526135400832,10,650526.665964068,5902749.03289053,"17",1.41396702866841
2020/08/21 18:29:32.530+00,2020/08/21 18:29:32.530+00,WP077,,31001001060,1598034572530,650526.160648995,5902747.64593219,"4",1.92279,3.7004,-0.436139,2.17965868887769,2020/08/21 18:29:32.530+00,"1060",2020/08/21,5.25631988890262,53.2526128052433,10,650526.665964068,5902749.03289053,"17",1.47614253252366
2020/08/21 18:29:33.530+00,2020/08/21 18:29:33.530+00,WP077,,31001001060,1598034573530,650526.160648995,5902746.11775785,"4",2.04565,3.86272,-0.563216,2.18676427627671,2020/08/21 18:29:33.530+00,"1060",2020/08/21,5.25629061675863,53.2525996196296,10,650526.665964068,5902749.03289053,"17",2.95860471962858
2020/08/21 18:29:34.530+00,2020/08/21 18:29:34.530+00,WP077,,31001001060,1598034574530,650526.25672265,5902745.6241445,"4",1.91627,3.71261,-0.423259,2.18686122101975,2020/08/21 18:29:34.530+00,"1060",2020/08/21,5.2563440441817,53.252587480233,10,650526.665964068,5902749.03289053,"17",3.43322414597268
2020/08/21 18:29:35.530+00,2020/08/21 18:29:35.530+00,WP077,,31001001060,1598034575530,650526.25672265,5902745.6241445,"4",1.53981,3.34017,-0.0503185,2.18617085334152,2020/08/21 18:29:35.530+00,"1060",2020/08/21,5.25632037181272,53.2525946181582,10,650526.665964068,5902749.03289053,"17",3.43322414597268
2020/08/21 18:29:36.530+00,2020/08/21 18:29:36.530+00,WP077,,31001001060,1598034576530,650526.25672265,5902745.83361111,"4",1.77196,3.78299,-0.271846,2.23858392739696,2020/08/21 18:29:36.530+00,"1060",2020/08/21,5.25630727838355,53.252626009895,10,650526.665964068,5902749.03289053,"17",3.22534763456925
2020/08/21 18:29:37.530+00,2020/08/21 18:29:37.530+00,WP077,,31001001060,1598034577530,650526.543438025,5902745.83361111,"4",1.65352,3.42618,-0.179881,2.17254182928661,2020/08/21 18:29:37.530+00,"1060",2020/08/21,5.25632476493957,53.2525964182974,10,650526.665964068,5902749.03289053,"17",3.20162481512413
2020/08/21 18:29:38.530+00,2020/08/21 18:29:38.530+00,WP077,,31001001060,1598034578530,650526.543438025,5902745.83361111,"3",1.65939,3.45124,-0.170356,2.18401419409307,2020/08/21 18:29:38.530+00,"1060",2020/08/21,5.25632476493957,53.2525964182974,10,650526.665964068,5902749.03289053,"17",3.20162481512413
2020/08/21 18:29:39.530+00,2020/08/21 18:29:39.530+00,WP077,,31001001060,1598034579530,650526.543438025,5902745.83361111,"4",1.79005,3.65468,-0.300425,2.2008816415246,2020/08/21 18:29:39.530+00,"1060",2020/08/21,5.25632476493957,53.2525964182974,10,650526.665964068,5902749.03289053,"17",3.20162481512413
2020/08/21 18:29:40.530+00,2020/08/21 18:29:40.530+00,WP077,,31001001060,1598034580530,650526.543438025,5902747.41632591,"4",1.67962,3.49495,-0.205634,2.18249902634572,2020/08/21 18:29:40.530+00,"1060",2020/08/21,5.25629302371119,53.2526308302326,10,650526.665964068,5902749.03289053,"17",1.62120134553641
2020/08/21 18:29:41.530+00,2020/08/21 18:29:41.530+00,WP077,,31001001060,1598034581530,650526.336570916,5902747.41632591,"4",1.81147,3.66483,-0.335167,2.19225135420189,2020/08/21 18:29:41.530+00,"1060",2020/08/21,5.25634067492522,53.2526103472811,10,650526.665964068,5902749.03289053,"17",1.64978211296002
2020/08/21 18:29:42.530+00,2020/08/21 18:29:42.530+00,WP077,,31001001060,1598034582530,650526.336570916,5902747.41632591,"4",1.49683,3.19641,-0.0207476,2.15679039315368,2020/08/21 18:29:42.530+00,"1060",2020/08/21,5.25632152172121,53.2525937223616,10,650526.665964068,5902749.03289053,"17",1.64978211296002
2020/08/21 18:29:43.530+00,2020/08/21 18:29:43.530+00,WP077,,31001001060,1598034583530,650526.336570916,5902748.03628915,"4",1.67177,3.44781,-0.20034,2.17230292546873,2020/08/21 18:29:43.530+00,"1060",2020/08/21,5.25630807650457,53.2526165386088,10,650526.665964068,5902749.03289053,"17",1.04962572205516
2020/08/21 18:29:44.530+00,2020/08/21 18:29:44.530+00,WP077,,31001001060,1598034584530,650526.785905785,5902748.42506017,"4",1.75107,3.76922,-0.242225,2.24406773516309,2020/08/21 18:29:44.530+00,"1060",2020/08/21,5.25632962166273,53.2526196261201,10,650526.665964068,5902749.03289053,"17",0.61955126450178
2020/08/21 18:29:45.530+00,2020/08/21 18:29:45.530+00,WP077,,31001001060,1598034585530,650526.785905785,5902748.42506017,"4",1.86526,3.78855,-0.3982,2.20395326629219,2020/08/21 18:29:45.530+00,"1060",2020/08/21,5.25632962166273,53.2526196261201,10,650526.665964068,5902749.03289053,"17",0.61955126450178
2020/08/21 18:29:46.530+00,2020/08/21 18:29:46.530+00,WP077,,31001001060,1598034586530,650527.789418318,5902746.35072903,"4",2.11769,3.91852,-0.649681,2.17643010455195,2020/08/21 18:29:46.530+00,"1060",2020/08/21,5.256343670273,53.2526007097592,10,650526.665964068,5902749.03289053,"17",2.90794425112706
2020/08/21 18:29:47.530+00,2020/08/21 18:29:47.530+00,WP077,,31001001060,1598034587530,650527.789418318,5902746.35072903,"4",1.90009,3.7312,-0.423239,2.18742131287048,2020/08/21 18:29:47.530+00,"1060",2020/08/21,5.256343670273,53.2526007097592,10,650526.665964068,5902749.03289053,"17",2.90794425112706
2020/08/21 18:29:48.529+00,2020/08/21 18:29:48.529+00,WP077,,31001001060,1598034588529,650525.721386832,5902746.69815502,"4",2.07196,3.98379,-0.578231,2.21343353186853,2020/08/21 18:29:48.529+00,"1060",2020/08/21,5.25631286201141,53.2526044168038,10,650526.665964068,5902749.03289053,"17",2.51857420909359
2020/08/21 18:29:49.529+00,2020/08/21 18:29:49.529+00,WP077,,31001001060,1598034589529,650525.38313128,5902747.40284223,"4",1.55637,3.46731,-0.0437125,2.22176843977945,2020/08/21 18:29:49.529+00,"1060",2020/08/21,5.25630983938696,53.252643329309,10,650526.665964068,5902749.03289053,"17",2.07429926457448
2020/08/21 18:29:50.529+00,2020/08/21 18:29:50.529+00,WP077,,31001001060,1598034590529,650525.340505573,5902747.40284223,"4",1.943,3.74513,-0.444845,2.19053418142699,2020/08/21 18:29:50.529+00,"1060",2020/08/21,5.25630749081827,53.2526108543617,10,650526.665964068,5902749.03289053,"17",2.10092781846776
2020/08/21 18:29:51.529+00,2020/08/21 18:29:51.529+00,WP077,,31001001060,1598034591529,650525.340505573,5902747.40284223,"4",1.77308,3.65049,-0.240753,2.22307534735105,2020/08/21 18:29:51.529+00,"1060",2020/08/21,5.25630749081827,53.2526108543617,10,650526.665964068,5902749.03289053,"17",2.10092781846776
2020/08/21 18:29:52.529+00,2020/08/21 18:29:52.529+00,WP077,,31001001060,1598034592529,650526.912752258,5902749.103283,"4",1.55621,3.39005,-0.0605289,2.19663428908865,2020/08/21 18:29:52.529+00,"1060",2020/08/21,5.25633184210833,53.2526256819955,10,650526.665964068,5902749.03289053,"17",0.256631078312896
2020/08/21 18:29:53.529+00,2020/08/21 18:29:53.529+00,WP077,,31001001060,1598034593529,650526.912752258,5902749.103283,"4",1.47179,3.26048,0.0250269,2.1868524870233,2020/08/21 18:29:53.529+00,"1060",2020/08/21,5.25633184210833,53.2526256819955,10,650526.665964068,5902749.03289053,"17",0.256631078312896
2020/08/21 18:29:54.529+00,2020/08/21 18:29:54.529+00,WP077,,31001001060,1598034594529,650527.657729407,5902746.11097903,"4",1.44052,3.29651,0.0782779,2.21214506757581,2020/08/21 18:29:54.529+00,"1060",2020/08/21,5.25634158462913,53.2525985936514,10,650526.665964068,5902749.03289053,"17",3.08563855686869
2020/08/21 18:29:55.529+00,2020/08/21 18:29:55.529+00,WP077,,31001001060,1598034595529,650527.657729407,5902746.11097903,"4",1.46696,3.27376,0.059081,2.20428718637114,2020/08/21 18:29:55.529+00,"1060",2020/08/21,5.25634158462913,53.2525985936514,10,650526.665964068,5902749.03289053,"17",3.08563855686869
2020/08/21 18:29:56.529+00,2020/08/21 18:29:56.529+00,WP077,,31001001060,1598034596529,650526.445937625,5902746.11097903,"4",1.44276,3.13574,0.0274025,2.15251132401202,2020/08/21 18:29:56.529+00,"1060",2020/08/21,5.25632526871638,53.252633755002,10,650526.665964068,5902749.03289053,"17",2.93018403038372
2020/08/21 18:29:57.529+00,2020/08/21 18:29:57.529+00,WP077,,31001001060,1598034597529,650526.445937625,5902747.3181426,"4",1.45619,3.3165,0.0371053,2.20156775957498,2020/08/21 18:29:57.529+00,"1060",2020/08/21,5.25631505384278,53.2525951262369,10,650526.665964068,5902749.03289053,"17",1.72880655800513
2020/08/21 18:29:58.529+00,2020/08/21 18:29:58.529+00,WP077,,31001001060,1598034598529,650526.733919051,5902747.3181426,"4",1.45554,3.14648,0.00378457,2.1469953749368,2020/08/21 18:29:58.529+00,"1060",2020/08/21,5.25635196132961,53.2526309122261,10,650526.665964068,5902749.03289053,"17",1.71609392484412
2020/08/21 18:29:59.529+00,2020/08/21 18:29:59.529+00,WP077,,31001001060,1598034599529,650526.733919051,5902747.3181426,"4",1.42698,3.11915,0.0215122,2.14223117333307,2020/08/21 18:29:59.529+00,"1060",2020/08/21,5.25632831967715,53.2526096984497,10,650526.665964068,5902749.03289053,"17",1.71609392484412
2020/08/21 18:30:00.529+00,2020/08/21 18:30:00.529+00,WP077,,31001001060,1598034600529,650525.812521889,5902746.35137809,"4",1.53787,3.35562,-0.052172,2.18841175284726,2020/08/21 18:30:00.529+00,"1060",2020/08/21,5.25631406295776,53.2526012761853,10,650526.665964068,5902749.03289053,"17",2.8140491309546
2020/08/21 18:30:01.529+00,2020/08/21 18:30:01.529+00,WP077,,31001001060,1598034601529,650525.812521889,5902746.35137809,"4",1.50325,3.24363,-0.0383038,2.16108130342197,2020/08/21 18:30:01.529+00,"1060",2020/08/21,5.25631406295776,53.2526012761853,10,650526.665964068,5902749.03289053,"17",2.8140491309546
2020/08/21 18:30:02.529+00,2020/08/21 18:30:02.529+00,WP077,,31001001060,1598034602529,650525.812521889,5902746.35137809,"4",1.47512,3.35053,0.00549278,2.19923522161682,2020/08/21 18:30:02.529+00,"1060",2020/08/21,5.25631406295776,53.2526012761853,10,650526.665964068,5902749.03289053,"17",2.8140491309546
2020/08/21 18:30:03.529+00,2020/08/21 18:30:03.529+00,WP077,,31001001060,1598034603529,650525.812521889,5902746.35137809,"4",1.49086,3.31721,-0.0358311,2.17632897329425,2020/08/21 18:30:03.529+00,"1060",2020/08/21,5.25631406295776,53.2526012761853,10,650526.665964068,5902749.03289053,"17",2.8140491309546
2020/08/21 18:30:04.529+00,2020/08/21 18:30:04.529+00,WP077,,31001001060,1598034604529,650527.057836169,5902746.65953671,"4",1.49301,3.35333,-0.00108135,2.20094918160325,2020/08/21 18:30:04.529+00,"1060",2020/08/21,5.25634050196798,53.252603546246,10,650526.665964068,5902749.03289053,"17",2.40548791490995
2020/08/21 18:30:05.529+00,2020/08/21 18:30:05.529+00,WP077,,31001001060,1598034605529,650527.057836169,5902748.21357615,"4",1.50946,3.41109,-0.0039987,2.21642789190174,2020/08/21 18:30:05.529+00,"1060",2020/08/21,5.25633467202857,53.2526381217673,10,650526.665964068,5902749.03289053,"17",0.908206913206118
2020/08/21 18:30:06.529+00,2020/08/21 18:30:06.529+00,WP077,,31001001060,1598034606529,650527.057836169,5902748.21357615,"4",1.44728,3.12625,0.0384938,2.1565058775714,2020/08/21 18:30:06.529+00,"1060",2020/08/21,5.25633674880505,53.2526175897154,10,650526.665964068,5902749.03289053,"17",0.908206913206118
2020/08/21 18:30:07.529+00,2020/08/21 18:30:07.529+00,WP077,,31001001060,1598034607529,650525.127862842,5902748.21357615,"4",1.47216,3.47344,0.0808451,2.25993145913764,2020/08/21 18:30:07.529+00,"1060",2020/08/21,5.25630164487586,53.2526113273051,10,650526.665964068,5902749.03289053,"17",1.74270807537689
2020/08/21 18:30:08.529+00,2020/08/21 18:30:08.529+00,WP077,,31001001060,1598034608529,650525.127862842,5902748.21357615,"4",1.52109,3.56165,0.0494339,2.27631452132608,2020/08/21 18:30:08.529+00,"1060",2020/08/21,5.2563056151046,53.2526357809341,10,650526.665964068,5902749.03289053,"17",1.74270807537689
2020/08/21 18:30:09.529+00,2020/08/21 18:30:09.529+00,WP077,,31001001060,1598034609529,650525.572569297,5902748.95947894,"4",1.47928,3.32623,0.0667888,2.22240581352731,2020/08/21 18:30:09.529+00,"1060",2020/08/21,5.25632597901094,53.252597702197,10,650526.665964068,5902749.03289053,"17",1.095856462648
2020/08/21 18:30:10.528+00,2020/08/21 18:30:10.528+00,WP077,,31001001060,1598034610528,650525.572569297,5902748.95947894,"4",1.53175,3.8223,0.0573675,2.33854335003651,2020/08/21 18:30:10.528+00,"1060",2020/08/21,5.25631170242241,53.252624770377,10,650526.665964068,5902749.03289053,"17",1.095856462648
2020/08/21 18:30:11.528+00,2020/08/21 18:30:11.528+00,WP077,,31001001060,1598034611528,650525.572569297,5902748.95947894,"4",1.49586,3.47685,0.0527533,2.25348987128853,2020/08/21 18:30:11.528+00,"1060",2020/08/21,5.25631170242241,53.252624770377,10,650526.665964068,5902749.03289053,"17",1.095856462648
2020/08/21 18:30:12.528+00,2020/08/21 18:30:12.528+00,WP077,,31001001060,1598034612528,650525.572569297,5902748.95947894,"4",1.46603,3.41052,0.0785089,2.24356140990168,2020/08/21 18:30:12.528+00,"1060",2020/08/21,5.25631170242241,53.252624770377,10,650526.665964068,5902749.03289053,"17",1.095856462648
2020/08/21 18:30:13.528+00,2020/08/21 18:30:13.528+00,WP077,,31001001060,1598034613528,650525.572569297,5902748.95947894,"4",1.42612,2.98424,0.0395774,2.1188475169299,2020/08/21 18:30:13.528+00,"1060",2020/08/21,5.25631170242241,53.252624770377,10,650526.665964068,5902749.03289053,"17",1.095856462648
2020/08/21 18:30:14.528+00,2020/08/21 18:30:14.528+00,WP077,,31001001060,1598034614528,650525.661539956,5902747.85891072,"4",1.71028,3.58736,-0.193764,2.21587725291813,2020/08/21 18:30:14.528+00,"1060",2020/08/21,5.25631175270168,53.2526003876691,10,650526.665964068,5902749.03289053,"17",1.5450231079252
2020/08/21 18:30:15.528+00,2020/08/21 18:30:15.528+00,WP077,,31001001060,1598034615528,650525.668853151,5902747.85891072,"4",1.70855,3.98078,-0.154544,2.31953486716626,2020/08/21 18:30:15.528+00,"1060",2020/08/21,5.25634180061953,53.2526143052575,10,650526.665964068,5902749.03289053,"17",1.54027880187878
2020/08/21 18:30:16.528+00,2020/08/21 18:30:16.528+00,WP077,,31001001060,1598034616528,650525.668853151,5902750.18759193,"4",1.81428,4.12346,-0.253695,2.33031113802428,2020/08/21 18:30:16.528+00,"1060",2020/08/21,5.25631372514031,53.2526357740722,10,650526.665964068,5902749.03289053,"17",1.52563610012175
2020/08/21 18:30:17.528+00,2020/08/21 18:30:17.528+00,WP077,,31001001060,1598034617528,650525.668853151,5902750.18759193,"3",1.72539,3.46405,-0.223735,2.17760648419314,2020/08/21 18:30:17.528+00,"1060",2020/08/21,5.25631372514031,53.2526357740722,10,650526.665964068,5902749.03289053,"17",1.52563610012175
2020/08/21 18:30:18.528+00,2020/08/21 18:30:18.528+00,WP077,,31001001060,1598034618528,650524.994844378,5902745.53773111,"4",1.39376,3.32629,0.128533,2.23094509121135,2020/08/21 18:30:18.528+00,"1060",2020/08/21,5.25630143203263,53.2525941998198,10,650526.665964068,5902749.03289053,"17",3.87411672471771
2020/08/21 18:30:19.528+00,2020/08/21 18:30:19.528+00,WP077,,31001001060,1598034619528,650524.994844378,5902745.53773111,"4",1.5838,3.94954,-0.0238302,2.34215277042297,2020/08/21 18:30:19.528+00,"1060",2020/08/21,5.25630143203263,53.2525941998198,10,650526.665964068,5902749.03289053,"17",3.87411672471771
2020/08/21 18:30:20.528+00,2020/08/21 18:30:20.528+00,WP077,,31001001060,1598034620528,650526.729303739,5902747.66317887,"4",1.55501,3.27464,-0.087914,2.15727188828854,2020/08/21 18:30:20.528+00,"1060",2020/08/21,5.2563284136996,53.2526127988989,10,650526.665964068,5902749.03289053,"17",1.37117538534097
2020/08/21 18:30:21.528+00,2020/08/21 18:30:21.528+00,WP077,,31001001060,1598034621528,650526.729303739,5902747.66317887,"4",1.40585,3.32052,0.10027,2.21966438904624,2020/08/21 18:30:21.528+00,"1060",2020/08/21,5.2563284136996,53.2526127988989,10,650526.665964068,5902749.03289053,"17",1.37117538534097
2020/08/21 18:30:22.528+00,2020/08/21 18:30:22.528+00,WP077,,31001001060,1598034622528,650526.729303739,5902747.66317887,"4",1.39302,2.98813,0.0785999,2.13034030145421,2020/08/21 18:30:22.528+00,"1060",2020/08/21,5.2563284136996,53.2526127988989,10,650526.665964068,5902749.03289053,"17",1.37117538534097
2020/08/21 18:30:23.528+00,2020/08/21 18:30:23.528+00,WP077,,31001001060,1598034623528,650526.729303739,5902747.66317887,"4",1.37575,3.14856,0.0895384,2.16872930537677,2020/08/21 18:30:23.528+00,"1060",2020/08/21,5.2563284136996,53.2526127988989,10,650526.665964068,5902749.03289053,"17",1.37117538534097
2020/08/21 18:30:24.528+00,2020/08/21 18:30:24.528+00,WP077,,31001001060,1598034624528,650526.729303739,5902747.66317887,"4",1.4524,3.32809,0.0340035,2.20193028954143,2020/08/21 18:30:24.528+00,"1060",2020/08/21,5.25634231072259,53.2525958755801,10,650526.665964068,5902749.03289053,"17",1.37117538534097
